age,age_group,job,marital,education,balance,balance_group,housing,loan,default,contact,month,day,duration,campaign,campaign_group,pdays,previous,poutcome,deposit
55,50-59,unemployed,divorced,secondary,309,Low Balance,no,no,no,cellular,oct,21,467,2,2-3 Contacts,184,1,success,Yes
33,30-39,management,single,tertiary,6807,High Balance,no,no,no,cellular,oct,21,512,2,2-3 Contacts,184,1,success,Yes
87,60+,retired,divorced,primary,6746,High Balance,no,no,no,telephone,oct,21,749,1,1 Contact,-1,0,unknown,Yes
57,50-59,management,married,tertiary,375,Low Balance,no,no,no,cellular,oct,21,135,1,1 Contact,-1,0,unknown,Yes
33,30-39,self-employed,single,tertiary,658,Low Balance,yes,no,no,cellular,oct,21,307,1,1 Contact,208,1,success,Yes
51,50-59,technician,married,secondary,371,Low Balance,yes,yes,no,cellular,oct,21,287,1,1 Contact,-1,0,unknown,Yes
76,60+,retired,divorced,primary,2693,Medium Balance,no,no,no,cellular,oct,21,107,2,2-3 Contacts,-1,0,unknown,Yes
19,18-29,student,single,secondary,329,Low Balance,no,no,no,cellular,oct,22,252,2,2-3 Contacts,-1,0,unknown,Yes
33,30-39,admin.,married,tertiary,79,Low Balance,yes,no,no,cellular,oct,22,249,2,2-3 Contacts,335,2,failure,Yes
55,50-59,management,divorced,tertiary,0,Zero Balance,no,no,no,cellular,oct,22,360,5,4-5 Contacts,-1,0,unknown,Yes
31,30-39,blue-collar,single,unknown,6281,High Balance,no,no,no,cellular,oct,22,257,1,1 Contact,128,3,other,Yes
92,60+,retired,married,unknown,775,Low Balance,no,no,no,cellular,oct,22,313,3,2-3 Contacts,-1,0,unknown,Yes
30,30-39,technician,single,tertiary,411,Low Balance,no,no,no,cellular,oct,22,127,3,2-3 Contacts,149,2,failure,Yes
68,60+,retired,single,tertiary,2144,Medium Balance,no,no,no,cellular,oct,22,277,1,1 Contact,184,2,success,Yes
41,40-49,technician,single,tertiary,431,Low Balance,no,no,no,cellular,oct,22,133,1,1 Contact,107,2,success,Yes
29,18-29,self-employed,married,secondary,123,Low Balance,no,yes,no,cellular,oct,22,247,1,1 Contact,184,3,success,Yes
27,18-29,blue-collar,single,secondary,3792,Medium Balance,no,no,no,cellular,oct,22,504,1,1 Contact,183,2,success,Yes
78,60+,retired,married,unknown,4807,Medium Balance,no,no,no,telephone,oct,22,1002,4,4-5 Contacts,-1,0,unknown,Yes
82,60+,retired,married,primary,8603,High Balance,no,no,no,cellular,oct,22,306,3,2-3 Contacts,107,1,success,Yes
29,18-29,technician,single,tertiary,2178,Medium Balance,no,no,no,cellular,oct,22,260,2,2-3 Contacts,139,1,other,Yes
76,60+,retired,married,tertiary,2991,Medium Balance,no,no,no,cellular,oct,22,344,1,1 Contact,183,1,success,Yes
38,30-39,management,married,tertiary,4174,Medium Balance,no,no,no,cellular,oct,23,336,2,2-3 Contacts,184,5,failure,Yes
60,60+,technician,married,secondary,10925,High Balance,no,no,no,cellular,oct,23,270,3,2-3 Contacts,185,1,success,Yes
33,30-39,services,divorced,secondary,2411,Medium Balance,yes,no,no,cellular,oct,23,130,1,1 Contact,161,1,failure,Yes
43,40-49,blue-collar,married,secondary,14646,High Balance,no,no,no,cellular,oct,23,210,1,1 Contact,-1,0,unknown,Yes
61,60+,retired,married,secondary,86,Low Balance,no,no,no,cellular,oct,23,149,1,1 Contact,-1,0,unknown,Yes
43,40-49,technician,single,unknown,11115,High Balance,no,no,no,cellular,oct,23,476,1,1 Contact,74,2,success,Yes
57,50-59,management,married,primary,6900,High Balance,no,no,no,cellular,oct,23,255,4,4-5 Contacts,185,2,failure,Yes
33,30-39,management,married,tertiary,5878,High Balance,no,no,no,cellular,oct,23,438,1,1 Contact,430,2,failure,Yes
77,60+,management,married,unknown,1780,Medium Balance,yes,no,no,cellular,oct,23,221,2,2-3 Contacts,183,3,success,Yes
35,30-39,technician,single,secondary,183,Low Balance,no,no,no,cellular,oct,23,281,1,1 Contact,52,4,failure,Yes
59,50-59,retired,married,primary,3648,Medium Balance,no,no,no,telephone,oct,23,257,2,2-3 Contacts,126,3,success,Yes
76,60+,retired,married,secondary,4112,Medium Balance,no,no,no,telephone,oct,23,282,2,2-3 Contacts,-1,0,unknown,Yes
73,60+,retired,married,primary,542,Low Balance,no,no,no,cellular,oct,26,355,1,1 Contact,180,5,failure,Yes
81,60+,retired,married,primary,243,Low Balance,no,no,no,cellular,oct,27,131,1,1 Contact,-1,0,unknown,Yes
41,40-49,unknown,single,unknown,942,Low Balance,no,no,no,cellular,oct,27,143,1,1 Contact,188,1,success,Yes
57,50-59,technician,married,secondary,254,Low Balance,no,no,no,cellular,oct,27,207,1,1 Contact,-1,0,unknown,Yes
28,18-29,technician,single,unknown,0,Zero Balance,yes,no,no,cellular,oct,27,96,1,1 Contact,267,1,failure,Yes
38,30-39,blue-collar,single,secondary,0,Zero Balance,no,no,no,cellular,oct,27,297,1,1 Contact,75,3,failure,Yes
52,50-59,services,married,secondary,992,Low Balance,yes,no,no,cellular,oct,27,424,1,1 Contact,515,1,failure,Yes
22,18-29,student,single,secondary,23,Low Balance,no,no,no,cellular,oct,27,137,1,1 Contact,-1,0,unknown,Yes
53,50-59,unknown,married,primary,732,Low Balance,no,no,no,cellular,oct,27,759,2,2-3 Contacts,-1,0,unknown,Yes
60,60+,admin.,married,unknown,4629,Medium Balance,yes,no,no,cellular,oct,27,624,1,1 Contact,-1,0,unknown,Yes
56,50-59,management,married,secondary,0,Zero Balance,no,no,no,cellular,oct,27,298,1,1 Contact,111,8,other,Yes
38,30-39,housemaid,divorced,secondary,70,Low Balance,no,no,no,cellular,oct,27,255,3,2-3 Contacts,148,1,success,Yes
44,40-49,management,single,tertiary,5063,High Balance,no,no,no,cellular,oct,27,418,2,2-3 Contacts,-1,0,unknown,Yes
69,60+,retired,divorced,secondary,4572,Medium Balance,no,no,no,telephone,oct,27,146,2,2-3 Contacts,56,1,other,Yes
36,30-39,student,single,tertiary,129,Low Balance,no,no,no,cellular,oct,27,149,1,1 Contact,-1,0,unknown,Yes
75,60+,self-employed,married,unknown,4984,Medium Balance,no,no,no,telephone,oct,28,509,1,1 Contact,-1,0,unknown,Yes
65,60+,retired,married,primary,1004,Medium Balance,no,no,no,cellular,oct,28,371,1,1 Contact,-1,0,unknown,Yes
64,60+,retired,married,secondary,4787,Medium Balance,no,no,no,cellular,oct,28,501,1,1 Contact,-1,0,unknown,Yes
30,30-39,admin.,single,secondary,914,Low Balance,yes,no,no,cellular,oct,28,524,3,2-3 Contacts,272,1,failure,Yes
57,50-59,housemaid,married,tertiary,2326,Medium Balance,no,no,no,cellular,oct,28,207,1,1 Contact,194,1,success,Yes
31,30-39,management,married,tertiary,81,Low Balance,yes,no,no,cellular,oct,29,164,2,2-3 Contacts,-1,0,unknown,Yes
36,30-39,management,married,tertiary,203,Low Balance,no,no,no,cellular,oct,29,139,1,1 Contact,-1,0,unknown,Yes
64,60+,management,married,tertiary,3951,Medium Balance,no,no,no,cellular,oct,29,164,1,1 Contact,-1,0,unknown,Yes
54,50-59,technician,married,unknown,240,Low Balance,yes,no,no,cellular,oct,29,142,1,1 Contact,-1,0,unknown,Yes
26,18-29,admin.,single,secondary,338,Low Balance,no,no,no,cellular,oct,29,209,1,1 Contact,188,2,unknown,Yes
51,50-59,self-employed,single,secondary,0,Zero Balance,no,no,no,cellular,oct,29,1707,2,2-3 Contacts,-1,0,unknown,Yes
72,60+,retired,married,secondary,0,Zero Balance,no,no,no,cellular,oct,29,189,3,2-3 Contacts,-1,0,unknown,Yes
30,30-39,management,married,tertiary,944,Low Balance,no,no,no,cellular,oct,29,251,2,2-3 Contacts,-1,0,unknown,Yes
60,60+,blue-collar,married,primary,5,Low Balance,no,no,no,cellular,oct,29,401,1,1 Contact,-1,0,unknown,Yes
30,30-39,management,single,tertiary,697,Low Balance,no,no,no,cellular,oct,29,215,3,2-3 Contacts,80,5,success,Yes
66,60+,retired,married,tertiary,1948,Medium Balance,no,no,no,cellular,oct,29,106,2,2-3 Contacts,269,2,failure,Yes
50,50-59,technician,married,secondary,3654,Medium Balance,no,no,no,cellular,oct,29,215,2,2-3 Contacts,78,2,other,Yes
47,40-49,management,single,tertiary,551,Low Balance,no,no,no,cellular,oct,29,124,1,1 Contact,-1,0,unknown,Yes
80,60+,retired,married,primary,997,Low Balance,no,no,no,cellular,oct,29,746,2,2-3 Contacts,86,1,other,Yes
61,60+,management,married,tertiary,477,Low Balance,yes,no,no,cellular,oct,29,377,1,1 Contact,520,1,other,Yes
47,40-49,management,married,tertiary,3663,Medium Balance,no,no,no,cellular,oct,29,424,2,2-3 Contacts,213,3,success,Yes
30,30-39,technician,single,secondary,853,Low Balance,no,no,no,cellular,oct,29,279,1,1 Contact,148,1,failure,Yes
21,18-29,student,single,primary,8278,High Balance,no,no,no,cellular,oct,29,445,1,1 Contact,-1,0,unknown,Yes
62,60+,management,married,tertiary,7458,High Balance,no,no,no,cellular,oct,30,212,2,2-3 Contacts,-1,0,unknown,Yes
26,18-29,technician,single,secondary,44,Low Balance,no,no,no,cellular,oct,30,217,1,1 Contact,-1,0,unknown,Yes
36,30-39,blue-collar,married,secondary,1193,Medium Balance,no,no,no,cellular,oct,30,640,1,1 Contact,-1,0,unknown,Yes
87,60+,retired,married,primary,230,Low Balance,no,no,no,cellular,oct,30,144,1,1 Contact,-1,0,unknown,Yes
61,60+,retired,married,primary,8729,High Balance,no,no,no,cellular,oct,30,480,1,1 Contact,-1,0,unknown,Yes
70,60+,retired,married,secondary,2384,Medium Balance,no,no,no,cellular,oct,30,196,2,2-3 Contacts,-1,0,unknown,Yes
60,60+,management,married,tertiary,3401,Medium Balance,no,no,no,cellular,oct,30,294,1,1 Contact,270,1,failure,Yes
41,40-49,services,married,tertiary,881,Low Balance,no,no,no,cellular,oct,30,257,3,2-3 Contacts,-1,0,unknown,Yes
22,18-29,student,single,secondary,1522,Medium Balance,no,no,no,cellular,oct,30,368,2,2-3 Contacts,-1,0,unknown,Yes
60,60+,retired,divorced,secondary,4243,Medium Balance,no,no,no,cellular,oct,30,416,2,2-3 Contacts,-1,0,unknown,Yes
54,50-59,technician,married,secondary,473,Low Balance,no,yes,no,cellular,nov,2,182,1,1 Contact,81,1,failure,Yes
35,30-39,self-employed,single,tertiary,5462,High Balance,no,no,no,cellular,nov,2,188,1,1 Contact,186,1,success,Yes
59,50-59,management,married,secondary,4412,Medium Balance,no,no,no,cellular,nov,2,162,2,2-3 Contacts,-1,0,unknown,Yes
29,18-29,student,single,unknown,10332,High Balance,no,no,no,cellular,nov,2,46,3,2-3 Contacts,-1,0,unknown,Yes
48,40-49,management,married,secondary,0,Zero Balance,yes,yes,no,cellular,nov,3,1233,1,1 Contact,351,2,failure,Yes
37,30-39,management,married,tertiary,238,Low Balance,no,no,no,cellular,nov,3,149,1,1 Contact,-1,0,unknown,Yes
36,30-39,management,single,tertiary,62,Low Balance,yes,no,no,cellular,nov,3,566,1,1 Contact,182,7,failure,Yes
52,50-59,admin.,single,secondary,2398,Medium Balance,yes,no,no,cellular,nov,3,412,1,1 Contact,-1,0,unknown,Yes
67,60+,retired,divorced,secondary,704,Low Balance,no,no,no,cellular,nov,3,537,1,1 Contact,-1,0,unknown,Yes
36,30-39,self-employed,married,tertiary,506,Low Balance,no,no,no,cellular,nov,3,217,1,1 Contact,70,2,failure,Yes
64,60+,management,married,unknown,2352,Medium Balance,no,no,no,cellular,nov,3,181,4,4-5 Contacts,183,7,success,Yes
29,18-29,technician,single,secondary,938,Low Balance,no,no,no,cellular,nov,3,358,1,1 Contact,-1,0,unknown,Yes
27,18-29,management,single,tertiary,1720,Medium Balance,no,no,no,cellular,nov,3,284,2,2-3 Contacts,273,1,failure,Yes
76,60+,retired,married,primary,1492,Medium Balance,no,no,no,telephone,nov,3,383,1,1 Contact,-1,0,unknown,Yes
34,30-39,management,married,tertiary,1778,Medium Balance,no,no,no,cellular,nov,4,358,1,1 Contact,162,2,failure,Yes
54,50-59,technician,married,secondary,0,Zero Balance,no,no,no,cellular,nov,6,464,5,4-5 Contacts,192,8,other,Yes
67,60+,retired,married,primary,942,Low Balance,no,no,no,cellular,nov,6,455,2,2-3 Contacts,84,2,other,Yes
24,18-29,technician,married,secondary,556,Low Balance,yes,no,no,cellular,nov,6,368,2,2-3 Contacts,80,2,success,Yes
53,50-59,admin.,married,secondary,10541,High Balance,no,no,no,cellular,nov,9,178,1,1 Contact,-1,0,unknown,Yes
33,30-39,student,married,secondary,1536,Medium Balance,no,no,no,cellular,nov,9,262,1,1 Contact,94,2,success,Yes
24,18-29,student,single,tertiary,235,Low Balance,no,no,no,cellular,nov,9,118,1,1 Contact,-1,0,unknown,Yes
32,30-39,management,single,tertiary,935,Low Balance,no,no,no,cellular,nov,9,165,1,1 Contact,91,7,success,Yes
60,60+,self-employed,married,tertiary,10861,High Balance,no,no,no,cellular,nov,9,98,1,1 Contact,91,2,failure,Yes
64,60+,entrepreneur,married,tertiary,2331,Medium Balance,no,no,no,telephone,nov,9,201,1,1 Contact,-1,0,unknown,Yes
35,30-39,management,single,tertiary,1228,Medium Balance,no,no,no,cellular,nov,9,696,2,2-3 Contacts,88,12,failure,Yes
24,18-29,student,single,secondary,125,Low Balance,no,no,no,cellular,nov,9,263,1,1 Contact,90,1,failure,Yes
42,40-49,management,married,tertiary,2816,Medium Balance,no,no,no,cellular,nov,10,193,2,2-3 Contacts,-1,0,unknown,Yes
40,40-49,management,married,tertiary,0,Zero Balance,no,no,no,cellular,nov,10,147,1,1 Contact,96,8,success,Yes
33,30-39,management,married,tertiary,22867,High Balance,yes,no,no,cellular,nov,10,266,2,2-3 Contacts,92,3,failure,Yes
71,60+,housemaid,divorced,primary,1311,Medium Balance,no,no,no,cellular,nov,10,301,2,2-3 Contacts,91,1,success,Yes
52,50-59,unemployed,married,secondary,94,Low Balance,no,no,no,cellular,nov,10,293,3,2-3 Contacts,190,10,failure,Yes
47,40-49,admin.,married,secondary,0,Zero Balance,no,no,no,cellular,nov,10,213,1,1 Contact,190,1,other,Yes
49,40-49,management,married,primary,3371,Medium Balance,no,no,no,cellular,nov,11,269,2,2-3 Contacts,-1,0,unknown,Yes
26,18-29,management,single,tertiary,943,Low Balance,no,no,no,cellular,nov,11,166,1,1 Contact,195,1,success,Yes
40,40-49,management,married,tertiary,9366,High Balance,no,no,no,cellular,nov,11,69,3,2-3 Contacts,-1,0,unknown,Yes
32,30-39,technician,single,tertiary,6746,High Balance,no,no,no,cellular,nov,11,199,1,1 Contact,-1,0,unknown,Yes
33,30-39,services,married,secondary,1076,Medium Balance,no,no,no,cellular,nov,11,131,1,1 Contact,96,5,failure,Yes
35,30-39,management,married,tertiary,0,Zero Balance,yes,no,no,cellular,nov,11,229,2,2-3 Contacts,96,3,success,Yes
53,50-59,management,married,tertiary,1624,Medium Balance,no,no,no,cellular,nov,11,166,3,2-3 Contacts,97,7,success,Yes
20,18-29,student,single,unknown,801,Low Balance,no,no,no,cellular,nov,11,244,2,2-3 Contacts,-1,0,unknown,Yes
44,40-49,self-employed,divorced,tertiary,1070,Medium Balance,yes,no,no,cellular,nov,11,172,1,1 Contact,91,5,success,Yes
21,18-29,student,single,secondary,123,Low Balance,no,no,no,telephone,nov,11,513,1,1 Contact,91,1,success,Yes
36,30-39,blue-collar,single,secondary,3623,Medium Balance,no,no,no,unknown,nov,12,71,1,1 Contact,378,1,success,Yes
31,30-39,management,single,tertiary,533,Low Balance,no,no,no,cellular,nov,12,90,3,2-3 Contacts,93,6,success,Yes
42,40-49,technician,married,secondary,994,Low Balance,yes,no,no,cellular,nov,12,227,3,2-3 Contacts,93,6,success,Yes
33,30-39,services,married,secondary,386,Low Balance,no,no,no,cellular,nov,12,253,1,1 Contact,92,4,failure,Yes
29,18-29,management,single,tertiary,1026,Medium Balance,no,no,no,cellular,nov,12,226,1,1 Contact,92,1,other,Yes
30,30-39,unemployed,single,secondary,2424,Medium Balance,no,no,no,cellular,nov,12,110,1,1 Contact,279,1,failure,Yes
32,30-39,management,married,tertiary,1331,Medium Balance,no,no,no,cellular,nov,12,126,1,1 Contact,92,5,failure,Yes
54,50-59,unknown,married,secondary,2206,Medium Balance,no,no,no,cellular,nov,12,104,1,1 Contact,99,2,other,Yes
82,60+,retired,divorced,tertiary,0,Zero Balance,no,no,no,telephone,nov,12,226,1,1 Contact,-1,0,unknown,Yes
47,40-49,management,married,tertiary,4693,Medium Balance,no,yes,no,cellular,nov,12,89,1,1 Contact,97,3,success,Yes
48,40-49,blue-collar,married,secondary,1230,Medium Balance,yes,no,no,cellular,nov,12,169,1,1 Contact,196,2,success,Yes
77,60+,retired,divorced,secondary,3417,Medium Balance,no,no,no,cellular,nov,12,134,1,1 Contact,-1,0,unknown,Yes
38,30-39,admin.,married,secondary,1767,Medium Balance,yes,no,no,cellular,nov,12,893,7,6+ Contacts,-1,0,unknown,Yes
27,18-29,student,single,tertiary,5291,High Balance,no,no,no,cellular,nov,12,192,2,2-3 Contacts,92,2,failure,Yes
43,40-49,services,single,secondary,3403,Medium Balance,yes,no,no,cellular,nov,12,707,2,2-3 Contacts,97,2,success,Yes
33,30-39,technician,married,secondary,133,Low Balance,no,no,no,cellular,nov,12,627,2,2-3 Contacts,192,1,success,Yes
27,18-29,admin.,single,secondary,4745,Medium Balance,no,no,no,telephone,nov,12,411,4,4-5 Contacts,192,1,other,Yes
76,60+,retired,married,primary,3324,Medium Balance,no,no,no,cellular,nov,13,122,1,1 Contact,92,3,success,Yes
81,60+,retired,married,primary,5220,High Balance,no,no,no,telephone,nov,13,135,1,1 Contact,94,2,other,Yes
71,60+,retired,married,primary,2600,Medium Balance,no,no,no,cellular,nov,13,186,2,2-3 Contacts,98,1,success,Yes
39,30-39,admin.,married,secondary,260,Low Balance,yes,no,no,cellular,nov,13,226,1,1 Contact,94,4,success,Yes
18,18-29,student,single,primary,608,Low Balance,no,no,no,cellular,nov,13,210,1,1 Contact,93,1,success,Yes
58,50-59,services,divorced,secondary,462,Low Balance,no,no,no,cellular,nov,13,495,1,1 Contact,93,1,success,Yes
44,40-49,technician,divorced,secondary,14,Low Balance,no,no,no,cellular,nov,13,167,1,1 Contact,92,1,success,Yes
67,60+,retired,married,secondary,1146,Medium Balance,no,no,no,cellular,nov,13,259,1,1 Contact,92,2,failure,Yes
31,30-39,services,single,secondary,181,Low Balance,no,no,no,cellular,nov,13,239,2,2-3 Contacts,93,2,success,Yes
61,60+,retired,married,secondary,3114,Medium Balance,no,no,no,cellular,nov,13,381,1,1 Contact,-1,0,unknown,Yes
36,30-39,technician,single,secondary,376,Low Balance,no,no,no,cellular,nov,13,193,1,1 Contact,92,1,success,Yes
56,50-59,retired,married,primary,9367,High Balance,no,no,no,telephone,nov,13,271,2,2-3 Contacts,92,4,success,Yes
24,18-29,student,single,secondary,382,Low Balance,no,no,no,cellular,nov,13,256,2,2-3 Contacts,92,3,failure,Yes
33,30-39,admin.,married,secondary,920,Low Balance,no,no,no,cellular,nov,16,130,1,1 Contact,95,2,failure,Yes
34,30-39,blue-collar,single,unknown,129,Low Balance,yes,yes,no,cellular,nov,16,295,1,1 Contact,200,2,success,Yes
58,50-59,admin.,married,secondary,169,Low Balance,no,no,no,cellular,nov,16,301,1,1 Contact,94,3,failure,Yes
64,60+,retired,married,unknown,679,Low Balance,no,no,no,telephone,nov,16,167,1,1 Contact,-1,0,unknown,Yes
27,18-29,blue-collar,single,secondary,535,Low Balance,no,no,no,cellular,nov,16,183,1,1 Contact,94,1,success,Yes
63,60+,management,married,tertiary,3115,Medium Balance,no,no,no,cellular,nov,16,432,5,4-5 Contacts,-1,0,unknown,Yes
23,18-29,student,single,secondary,1234,Medium Balance,no,no,no,cellular,nov,16,250,1,1 Contact,-1,0,unknown,Yes
37,30-39,technician,single,tertiary,197,Low Balance,no,no,no,cellular,nov,16,175,1,1 Contact,200,1,success,Yes
43,40-49,management,married,tertiary,3186,Medium Balance,no,no,no,cellular,nov,16,380,1,1 Contact,88,1,failure,Yes
35,30-39,technician,married,tertiary,3160,Medium Balance,yes,no,no,cellular,nov,16,445,2,2-3 Contacts,95,1,failure,Yes
33,30-39,blue-collar,married,primary,195,Low Balance,no,no,no,cellular,nov,16,984,5,4-5 Contacts,-1,0,unknown,Yes
75,60+,retired,married,tertiary,6027,High Balance,no,no,no,cellular,nov,16,1248,2,2-3 Contacts,94,2,failure,Yes
40,40-49,admin.,married,tertiary,764,Low Balance,yes,no,no,unknown,nov,17,85,1,1 Contact,-1,0,unknown,Yes
52,50-59,management,married,tertiary,583,Low Balance,no,no,no,cellular,nov,17,209,1,1 Contact,91,2,failure,Yes
55,50-59,technician,divorced,tertiary,0,Zero Balance,no,no,no,cellular,nov,17,134,2,2-3 Contacts,91,1,success,Yes
71,60+,retired,married,secondary,5715,High Balance,no,no,no,cellular,nov,17,747,2,2-3 Contacts,-1,0,unknown,Yes
78,60+,retired,married,tertiary,1204,Medium Balance,no,no,no,telephone,nov,17,135,1,1 Contact,-1,0,unknown,Yes
35,30-39,technician,married,secondary,4922,Medium Balance,yes,no,no,cellular,nov,17,393,4,4-5 Contacts,201,17,other,Yes
52,50-59,technician,married,secondary,234,Low Balance,no,no,no,cellular,nov,17,255,1,1 Contact,-1,0,unknown,Yes
31,30-39,management,single,tertiary,9421,High Balance,no,no,no,cellular,nov,25,372,1,1 Contact,-1,0,unknown,Yes
31,30-39,admin.,single,secondary,4198,Medium Balance,no,no,no,cellular,nov,25,234,1,1 Contact,-1,0,unknown,Yes
